player,player_id,team,position,age,handedness,npb_plus_sprint_speed_kmh,npb_plus_ordinal_band,npb_plus_cohort_rank,npb_plus_cohort_size,exposure,direct_t90,direct_t90_measurement_year,standardized_short_distance_evidence,standardized_30m,standardized_50m,cohort,cohort_ordinal,historical_physical_evidence,measurement_era,anchor_relative_status,acceleration_top_speed_classification,classification_basis,physical_conflict_flags,temporal_comparison_boundary,context_only_hp_to_1b,physical_only_sns_queue_status
土田 龍空,51455153,中日ドラゴンズ,,,,31.2,B6_LOWER_MID_COHORT_OCTILE,63,100,"{""PA"":43,""games"":38,""pa_bucket"":""PA_25_49"",""full_effort_run_proxy_count"":3,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":63,""current_npb_plus_size"":100,""current_npb_plus_band"":""B6_LOWER_MID_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""SNS_TIEBREAK"",""status_reasons"":[""SOURCE_PA_UNDER_100_AND_QUALIFIED_RUN_COUNT_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],RETAINED_FROM_EXISTING_PHYSICAL_QUEUE
大島 洋平,01305131,中日ドラゴンズ,,,,31.7,B4_MID_UPPER_COHORT_OCTILE,43,100,"{""PA"":66,""games"":21,""pa_bucket"":""PA_50_99"",""full_effort_run_proxy_count"":13,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":43,""current_npb_plus_size"":100,""current_npb_plus_band"":""B4_MID_UPPER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""SNS_TIEBREAK"",""status_reasons"":[""SOURCE_PA_UNDER_100_AND_QUALIFIED_RUN_COUNT_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}","[{""metric"":""hp_to_1b"",""seconds"":3.96,""value"":null,""unit"":null,""measurement_year"":2007,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""swing_to_run_in_game_second_base_grounder"",""source_tier"":""B"",""usage_class"":""CONTEXT_ONLY"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""oshima_hp_to_1b_2007_grounder"",""source_name"":""GOETHE"",""source_url"":""https://goetheweb.jp/person/article/20230907-yohei-oshima"",""reason"":null},{""metric"":""hp_to_1b"",""seconds"":3.79,""value"":null,""unit"":null,""measurement_year"":2007,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""swing_to_run_bunt_early_start"",""source_tier"":""B"",""usage_class"":""CONTEXT_ONLY"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""oshima_hp_to_1b_2007_bunt"",""source_name"":""GOETHE"",""source_url"":""https://goetheweb.jp/person/article/20230907-yohei-oshima"",""reason"":null}]",RETAINED_FROM_EXISTING_PHYSICAL_QUEUE
岡林 勇希,81585151,中日ドラゴンズ,,,,32.5,B3_UPPER_MID_COHORT_OCTILE,26,100,"{""PA"":235,""games"":54,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":39,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":26,""current_npb_plus_size"":100,""current_npb_plus_band"":""B3_UPPER_MID_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":5.8,""value"":null,""unit"":null,""measurement_year"":2019,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""B"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""okabayashi_komono_50m_profile"",""source_name"":""日刊スポーツ"",""source_url"":""https://www.nikkansports.com/baseball/news/201910290000658.html"",""reason"":null}]",[2019],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
木下 拓哉,31735132,中日ドラゴンズ,,,,29.4,B8_SLOWEST_COHORT_OCTILE,95,100,"{""PA"":63,""games"":21,""pa_bucket"":""PA_50_99"",""full_effort_run_proxy_count"":4,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":95,""current_npb_plus_size"":100,""current_npb_plus_band"":""B8_SLOWEST_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""SNS_TIEBREAK"",""status_reasons"":[""SOURCE_PA_UNDER_100_AND_QUALIFIED_RUN_COUNT_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],RETAINED_FROM_EXISTING_PHYSICAL_QUEUE
村松 開人,03105157,中日ドラゴンズ,,,,33.4,B1_FASTEST_COHORT_OCTILE,9,100,"{""PA"":413,""games"":99,""pa_bucket"":""PA_400_PLUS"",""full_effort_run_proxy_count"":55,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":9,""current_npb_plus_size"":100,""current_npb_plus_band"":""B1_FASTEST_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
板山 祐太郎,91395132,中日ドラゴンズ,,,,32,B3_UPPER_MID_COHORT_OCTILE,36,100,"{""PA"":182,""games"":67,""pa_bucket"":""PA_100_199"",""full_effort_run_proxy_count"":18,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":36,""current_npb_plus_size"":100,""current_npb_plus_band"":""B3_UPPER_MID_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
田中 幹也,21025157,中日ドラゴンズ,,,,33.5,B1_FASTEST_COHORT_OCTILE,7,100,"{""PA"":247,""games"":73,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":48,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":7,""current_npb_plus_size"":100,""current_npb_plus_band"":""B1_FASTEST_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":5.9,""value"":null,""unit"":null,""measurement_year"":""unknown"",""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""B"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""tanaka_mikiya_adai_50m_profile"",""source_name"":""日刊スポーツ"",""source_url"":""https://www.nikkansports.com/baseball/news/202210310000557.html"",""reason"":null}]","[""unknown""]","{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
石川 昂弥,91195151,中日ドラゴンズ,,,,30.6,B6_LOWER_MID_COHORT_OCTILE,75,100,"{""PA"":236,""games"":64,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":20,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":75,""current_npb_plus_size"":100,""current_npb_plus_band"":""B6_LOWER_MID_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
福永 裕基,81685157,中日ドラゴンズ,,,,33,B2_UPPER_COHORT_OCTILE,13,100,"{""PA"":256,""games"":73,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":31,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":13,""current_npb_plus_size"":100,""current_npb_plus_band"":""B2_UPPER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
細川 成也,31835134,中日ドラゴンズ,,,,32.7,B2_UPPER_COHORT_OCTILE,20,100,"{""PA"":429,""games"":102,""pa_bucket"":""PA_400_PLUS"",""full_effort_run_proxy_count"":37,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":20,""current_npb_plus_size"":100,""current_npb_plus_band"":""B2_UPPER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":6.2,""value"":null,""unit"":null,""measurement_year"":""unknown"",""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""高卒新人期の紹介で50m6.2秒。測定年・計時方式は特定できない。"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""B"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""existing_outlier_細川成也_50m_6.2"",""source_name"":""BASEBALL KING"",""source_url"":""https://baseballking.jp/ns/134127/"",""reason"":null}]","[""unknown""]","{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
高橋 周平,91095135,中日ドラゴンズ,,,,29.5,B8_SLOWEST_COHORT_OCTILE,94,100,"{""PA"":102,""games"":48,""pa_bucket"":""PA_100_199"",""full_effort_run_proxy_count"":12,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":94,""current_npb_plus_size"":100,""current_npb_plus_band"":""B8_SLOWEST_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
奈良間 大己,31435157,北海道日本ハムファイターズ,,,,31.7,B4_MID_UPPER_COHORT_OCTILE,44,100,"{""PA"":192,""games"":84,""pa_bucket"":""PA_100_199"",""full_effort_run_proxy_count"":22,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],"[{""metric"":""50m"",""seconds"":6.31,""value"":null,""unit"":null,""measurement_year"":2022,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""侍ジャパン大学代表選考合宿"",""timing_method"":""electronic_photoelectric"",""start_protocol"":""unknown"",""source_tier"":""C"",""usage_class"":""STANDARDIZED_PRIOR"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""standardized_50m_2022-06-19_奈良間大己"",""source_name"":""Existing standardized 50m reference"",""source_url"":""https://www.youtube.com/watch?v=fC8_8iA7Cao"",""reason"":null}]",[],"[{""metric"":""50m"",""seconds"":6.31,""value"":null,""unit"":null,""measurement_year"":2022,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""侍ジャパン大学代表選考合宿"",""timing_method"":""electronic_photoelectric"",""start_protocol"":""unknown"",""source_tier"":""C"",""usage_class"":""STANDARDIZED_PRIOR"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""standardized_50m_2022-06-19_奈良間大己"",""source_name"":""Existing standardized 50m reference"",""source_url"":""https://www.youtube.com/watch?v=fC8_8iA7Cao"",""reason"":null}]","[""npb_plus_2026_current_roster_100"",""侍ジャパン大学代表選考合宿""]","{""current_npb_plus_rank"":44,""current_npb_plus_size"":100,""current_npb_plus_band"":""B4_MID_UPPER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":5.8,""value"":null,""unit"":null,""measurement_year"":""unknown"",""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""B"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""narama_50m_profile_claim"",""source_name"":""スポニチ"",""source_url"":""https://www.sponichi.co.jp/baseball/news/2022/11/15/kiji/20221115s00001173066000c.html"",""reason"":null}]","[2022,""unknown""]","{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",TEMPORAL_CONSTRUCT_CONFLICT,V2_KNOWN_NON_2026_COMPARISON_MEASUREMENT,"[""TEMPORAL_CONSTRUCT_CONFLICT""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":1,""known_measurement_years"":[2022],""known_non_2026_measurement_years"":[2022],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":true,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],ADDED_FOR_TEMPORAL_CONSTRUCT_CONFLICT
水野 達稀,63165155,北海道日本ハムファイターズ,,,,33.4,B1_FASTEST_COHORT_OCTILE,10,100,"{""PA"":409,""games"":98,""pa_bucket"":""PA_400_PLUS"",""full_effort_run_proxy_count"":47,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":10,""current_npb_plus_size"":100,""current_npb_plus_band"":""B1_FASTEST_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
清宮 幸太郎,41545136,北海道日本ハムファイターズ,,,,31.7,B4_MID_UPPER_COHORT_OCTILE,45,100,"{""PA"":363,""games"":97,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":42,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":45,""current_npb_plus_size"":100,""current_npb_plus_band"":""B4_MID_UPPER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":6.5,""value"":null,""unit"":null,""measurement_year"":""unknown"",""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""B"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""kiyomiya_50m_profile"",""source_name"":""web Sportiva"",""source_url"":""https://sportiva.shueisha.co.jp/clm/baseball/hs_other/2016/04/05/post_726/?page=3"",""reason"":null}]","[""unknown""]","{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
田宮 裕涼,51055138,北海道日本ハムファイターズ,,,,32.4,B3_UPPER_MID_COHORT_OCTILE,29,100,"{""PA"":236,""games"":74,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":35,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":29,""current_npb_plus_size"":100,""current_npb_plus_band"":""B3_UPPER_MID_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":null,""value"":null,""unit"":null,""measurement_year"":""unknown"",""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""B"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""tamiya_50m_profile_text"",""source_name"":""日刊スポーツ"",""source_url"":""https://www.nikkansports.com/baseball/news/202212100001143.html"",""reason"":null}]","[""unknown""]","{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
