mapping_id	record_type	record_id	original_pw_id	corrected_pw_id	mapping_disposition	module	actual_requirement_text	semantic_check
CANDIDATE_CONFLICT-PNC-001-PW-190	CANDIDATE_CONFLICT	PNC-001	PW-190	PW-190	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	DH/ABS/申告敬遠/牽制制限/base size/延長/tie-break等を変更可能	PASS
CANDIDATE_CONFLICT-PNC-001-PW-191	CANDIDATE_CONFLICT	PNC-001	PW-191		REMOVED_SEMANTICALLY_MISMATCHED	GOVERNANCE	ボール反発係数やMLB球導入等の用具変更を可能にする	CORRECTED
CANDIDATE_CONFLICT-PNC-001-PW-193	CANDIDATE_CONFLICT	PNC-001	PW-193	PW-193	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	Rule Proposal Engineで提案主体/目的/試験/採決/施行/副作用/再改正を一般化	PASS
CANDIDATE-PNC-002-PW-149	CANDIDATE	PNC-002	PW-149	PW-149	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	ソフトバンク型3軍/4軍制を作れる	PASS
CANDIDATE-PNC-002-PW-150	CANDIDATE	PNC-002	PW-150	PW-150	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	多軍制に選手数/試合機会メリットと大きな維持費を持たせる	PASS
CANDIDATE-PNC-002-PW-151	CANDIDATE	PNC-002	PW-151	PW-151	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	MLB AA/海外大学/JUCO/独立等との新pipelineを構築可能	PASS
CANDIDATE-PNC-002-PW-157	CANDIDATE	PNC-002	PW-157	PW-157	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	成功した組織人材を他球団が引き抜きノウハウが拡散する	PASS
CANDIDATE-PNC-002-PW-179	CANDIDATE	PNC-002	PW-179	PW-179	RETAINED_SEMANTICALLY_CONSISTENT	WORLD_GROWTH	十分な基盤が整えば新しいprofessional leagueが稀に誕生する	PASS
CANDIDATE-PNC-002-PW-180	CANDIDATE	PNC-002	PW-180	PW-180	RETAINED_SEMANTICALLY_CONSISTENT	WORLD_GROWTH	league縮小/統合/停滞も可能にして世界全体無限成長を防ぐ	PASS
CANDIDATE-PNC-002-ADDED-PW-155	CANDIDATE	PNC-002		PW-155	ADDED_SEMANTICALLY_REQUIRED	INNOVATION	Network Capitalを蓄積し一朝一夕で海外pipelineを作れないようにする	CORRECTED
CANDIDATE-PNC-002-ADDED-PW-156	CANDIDATE	PNC-002		PW-156	ADDED_SEMANTICALLY_REQUIRED	INNOVATION	Knowledge Capitalを人材・実績・研究で蓄積する	CORRECTED
CANDIDATE-PNC-002-ADDED-PW-168	CANDIDATE	PNC-002		PW-168	ADDED_SEMANTICALLY_REQUIRED	GLOBAL	国・地域ごとに異なる契約/移籍/政府/連盟制度を持つ	CORRECTED
CANDIDATE-PNC-002-ADDED-PW-175	CANDIDATE	PNC-002		PW-175	ADDED_SEMANTICALLY_REQUIRED	WORLD_GROWTH	国ごとに人気/競技人口/施設/指導/league quality等のecosystem stateを持つ	CORRECTED
CANDIDATE-PNC-002-ADDED-PW-177	CANDIDATE	PNC-002		PW-177	ADDED_SEMANTICALLY_REQUIRED	WORLD_GROWTH	NPB球団が海外academy/coach/scout等で世界普及へ関与できる	CORRECTED
CANDIDATE_DEPENDENCY-PNC-002-PW-149	CANDIDATE_DEPENDENCY	PNC-002	PW-149	PW-149	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	ソフトバンク型3軍/4軍制を作れる	PASS
CANDIDATE_DEPENDENCY-PNC-002-PW-150	CANDIDATE_DEPENDENCY	PNC-002	PW-150	PW-150	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	多軍制に選手数/試合機会メリットと大きな維持費を持たせる	PASS
CANDIDATE_DEPENDENCY-PNC-002-PW-151	CANDIDATE_DEPENDENCY	PNC-002	PW-151	PW-151	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	MLB AA/海外大学/JUCO/独立等との新pipelineを構築可能	PASS
CANDIDATE_DEPENDENCY-PNC-002-PW-157	CANDIDATE_DEPENDENCY	PNC-002	PW-157	PW-157	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	成功した組織人材を他球団が引き抜きノウハウが拡散する	PASS
CANDIDATE_DEPENDENCY-PNC-002-PW-179	CANDIDATE_DEPENDENCY	PNC-002	PW-179	PW-179	RETAINED_SEMANTICALLY_CONSISTENT	WORLD_GROWTH	十分な基盤が整えば新しいprofessional leagueが稀に誕生する	PASS
CANDIDATE_DEPENDENCY-PNC-002-PW-180	CANDIDATE_DEPENDENCY	PNC-002	PW-180	PW-180	RETAINED_SEMANTICALLY_CONSISTENT	WORLD_GROWTH	league縮小/統合/停滞も可能にして世界全体無限成長を防ぐ	PASS
CANDIDATE_DEPENDENCY-PNC-002-ADDED-PW-155	CANDIDATE_DEPENDENCY	PNC-002		PW-155	ADDED_SEMANTICALLY_REQUIRED	INNOVATION	Network Capitalを蓄積し一朝一夕で海外pipelineを作れないようにする	CORRECTED
CANDIDATE_DEPENDENCY-PNC-002-ADDED-PW-156	CANDIDATE_DEPENDENCY	PNC-002		PW-156	ADDED_SEMANTICALLY_REQUIRED	INNOVATION	Knowledge Capitalを人材・実績・研究で蓄積する	CORRECTED
CANDIDATE_DEPENDENCY-PNC-002-ADDED-PW-168	CANDIDATE_DEPENDENCY	PNC-002		PW-168	ADDED_SEMANTICALLY_REQUIRED	GLOBAL	国・地域ごとに異なる契約/移籍/政府/連盟制度を持つ	CORRECTED
CANDIDATE_DEPENDENCY-PNC-002-ADDED-PW-175	CANDIDATE_DEPENDENCY	PNC-002		PW-175	ADDED_SEMANTICALLY_REQUIRED	WORLD_GROWTH	国ごとに人気/競技人口/施設/指導/league quality等のecosystem stateを持つ	CORRECTED
CANDIDATE_DEPENDENCY-PNC-002-ADDED-PW-177	CANDIDATE_DEPENDENCY	PNC-002		PW-177	ADDED_SEMANTICALLY_REQUIRED	WORLD_GROWTH	NPB球団が海外academy/coach/scout等で世界普及へ関与できる	CORRECTED
CANDIDATE_CONFLICT-PNC-002-PW-149	CANDIDATE_CONFLICT	PNC-002	PW-149	PW-149	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	ソフトバンク型3軍/4軍制を作れる	PASS
CANDIDATE_CONFLICT-PNC-002-PW-179	CANDIDATE_CONFLICT	PNC-002	PW-179	PW-179	RETAINED_SEMANTICALLY_CONSISTENT	WORLD_GROWTH	十分な基盤が整えば新しいprofessional leagueが稀に誕生する	PASS
CANDIDATE_CONFLICT-PNC-002-PW-180	CANDIDATE_CONFLICT	PNC-002	PW-180	PW-180	RETAINED_SEMANTICALLY_CONSISTENT	WORLD_GROWTH	league縮小/統合/停滞も可能にして世界全体無限成長を防ぐ	PASS
CANDIDATE-PNC-003-PW-103	CANDIDATE	PNC-003	PW-103	PW-103	RETAINED_SEMANTICALLY_CONSISTENT	IDENTITY	年俸より出場機会を求めるFAを可能にする	PASS
CANDIDATE-PNC-003-PW-104	CANDIDATE	PNC-003	PW-104	PW-104	RETAINED_SEMANTICALLY_CONSISTENT	IDENTITY	海外志向・家族・地元・優勝・安定・role等を選手ごとに異なるweightで持つ	PASS
CANDIDATE-PNC-003-PW-168	CANDIDATE	PNC-003	PW-168	PW-168	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	国・地域ごとに異なる契約/移籍/政府/連盟制度を持つ	PASS
CANDIDATE-PNC-003-PW-169	CANDIDATE	PNC-003	PW-169		REMOVED_SEMANTICALLY_MISMATCHED	GLOBAL	キューバ選手の海外契約自由度・連盟関与等を制度stateとして持つ	CORRECTED
CANDIDATE-PNC-003-PW-172	CANDIDATE	PNC-003	PW-172	PW-172	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	国際制度は自由化だけでなく規制強化/協定終了/ビザ問題等もあり得る	PASS
CANDIDATE-PNC-003-PW-236	CANDIDATE	PNC-003	PW-236		REMOVED_SEMANTICALLY_MISMATCHED	TRADE	トレードを独立した中核システムとして設計しteam need・契約・年齢・将来価値・competitive windowを統合する	CORRECTED
CANDIDATE-PNC-003-PW-242	CANDIDATE	PNC-003	PW-242	PW-242	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	外国人のNPB適応を固定のNPB適応能力1個で決めず underlying skill・役割・league差・環境適応等から自然発生させる	PASS
CANDIDATE-PNC-003-ADDED-PW-133	CANDIDATE	PNC-003		PW-133	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	ポスティング希望→球団容認でも海外契約不成立なら残留する	CORRECTED
CANDIDATE-PNC-003-ADDED-PW-134	CANDIDATE	PNC-003		PW-134	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	ポスティング不成立理由を市場/条件/role/medical/制度等から生成	CORRECTED
CANDIDATE-PNC-003-ADDED-PW-135	CANDIDATE	PNC-003		PW-135	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	球団のposting friendliness評判を持つ	CORRECTED
CANDIDATE-PNC-003-ADDED-PW-170	CANDIDATE	PNC-003		PW-170	ADDED_SEMANTICALLY_REQUIRED	GLOBAL	キューバ政府/連盟とNPB/MLBの交渉で制度が変化し得る	CORRECTED
CANDIDATE-PNC-003-ADDED-PW-171	CANDIDATE	PNC-003		PW-171	ADDED_SEMANTICALLY_REQUIRED	GLOBAL	キューバ等の国外移住/連盟離脱を高レベルcareer eventとして扱う	CORRECTED
CANDIDATE-PNC-003-ADDED-PW-173	CANDIDATE	PNC-003		PW-173	ADDED_SEMANTICALLY_REQUIRED	GLOBAL	海外制度変更がNPBの選手市場へ波及する	CORRECTED
CANDIDATE-PNC-003-ADDED-PW-238	CANDIDATE	PNC-003		PW-238	ADDED_SEMANTICALLY_REQUIRED	TRANSACTION	現役ドラフトをFA・通常トレード・戦力外とは別の選手移動経路として扱い制度自体も変更可能にする	CORRECTED
CANDIDATE-PNC-003-ADDED-PW-240	CANDIDATE	PNC-003		PW-240	ADDED_SEMANTICALLY_REQUIRED	GLOBAL	同一の海外選手をNPB・MLB・KBO・CPBL等の複数市場が同時に評価・交渉しNPBが常に獲得できるわけではない	CORRECTED
CANDIDATE-PNC-003-ADDED-PW-241	CANDIDATE	PNC-003		PW-241	ADDED_SEMANTICALLY_REQUIRED	GLOBAL	海外選手を他球団より早く発見・関係構築すること自体に情報優位と価格優位を持たせる	CORRECTED
CANDIDATE-PNC-003-ADDED-PW-256	CANDIDATE	PNC-003		PW-256	ADDED_SEMANTICALLY_REQUIRED	GOVERNANCE	外国人枠・一軍登録可能数・支配下/育成等のroster制度もRule Proposal Engineで将来変更可能にする	CORRECTED
CANDIDATE_DEPENDENCY-PNC-003-PW-103	CANDIDATE_DEPENDENCY	PNC-003	PW-103	PW-103	RETAINED_SEMANTICALLY_CONSISTENT	IDENTITY	年俸より出場機会を求めるFAを可能にする	PASS
CANDIDATE_DEPENDENCY-PNC-003-PW-104	CANDIDATE_DEPENDENCY	PNC-003	PW-104	PW-104	RETAINED_SEMANTICALLY_CONSISTENT	IDENTITY	海外志向・家族・地元・優勝・安定・role等を選手ごとに異なるweightで持つ	PASS
CANDIDATE_DEPENDENCY-PNC-003-PW-168	CANDIDATE_DEPENDENCY	PNC-003	PW-168	PW-168	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	国・地域ごとに異なる契約/移籍/政府/連盟制度を持つ	PASS
CANDIDATE_DEPENDENCY-PNC-003-PW-169	CANDIDATE_DEPENDENCY	PNC-003	PW-169		REMOVED_SEMANTICALLY_MISMATCHED	GLOBAL	キューバ選手の海外契約自由度・連盟関与等を制度stateとして持つ	CORRECTED
CANDIDATE_DEPENDENCY-PNC-003-PW-172	CANDIDATE_DEPENDENCY	PNC-003	PW-172	PW-172	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	国際制度は自由化だけでなく規制強化/協定終了/ビザ問題等もあり得る	PASS
CANDIDATE_DEPENDENCY-PNC-003-PW-236	CANDIDATE_DEPENDENCY	PNC-003	PW-236		REMOVED_SEMANTICALLY_MISMATCHED	TRADE	トレードを独立した中核システムとして設計しteam need・契約・年齢・将来価値・competitive windowを統合する	CORRECTED
CANDIDATE_DEPENDENCY-PNC-003-PW-242	CANDIDATE_DEPENDENCY	PNC-003	PW-242	PW-242	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	外国人のNPB適応を固定のNPB適応能力1個で決めず underlying skill・役割・league差・環境適応等から自然発生させる	PASS
CANDIDATE_DEPENDENCY-PNC-003-ADDED-PW-133	CANDIDATE_DEPENDENCY	PNC-003		PW-133	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	ポスティング希望→球団容認でも海外契約不成立なら残留する	CORRECTED
CANDIDATE_DEPENDENCY-PNC-003-ADDED-PW-134	CANDIDATE_DEPENDENCY	PNC-003		PW-134	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	ポスティング不成立理由を市場/条件/role/medical/制度等から生成	CORRECTED
CANDIDATE_DEPENDENCY-PNC-003-ADDED-PW-135	CANDIDATE_DEPENDENCY	PNC-003		PW-135	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	球団のposting friendliness評判を持つ	CORRECTED
CANDIDATE_DEPENDENCY-PNC-003-ADDED-PW-170	CANDIDATE_DEPENDENCY	PNC-003		PW-170	ADDED_SEMANTICALLY_REQUIRED	GLOBAL	キューバ政府/連盟とNPB/MLBの交渉で制度が変化し得る	CORRECTED
CANDIDATE_DEPENDENCY-PNC-003-ADDED-PW-171	CANDIDATE_DEPENDENCY	PNC-003		PW-171	ADDED_SEMANTICALLY_REQUIRED	GLOBAL	キューバ等の国外移住/連盟離脱を高レベルcareer eventとして扱う	CORRECTED
CANDIDATE_DEPENDENCY-PNC-003-ADDED-PW-173	CANDIDATE_DEPENDENCY	PNC-003		PW-173	ADDED_SEMANTICALLY_REQUIRED	GLOBAL	海外制度変更がNPBの選手市場へ波及する	CORRECTED
CANDIDATE_DEPENDENCY-PNC-003-ADDED-PW-238	CANDIDATE_DEPENDENCY	PNC-003		PW-238	ADDED_SEMANTICALLY_REQUIRED	TRANSACTION	現役ドラフトをFA・通常トレード・戦力外とは別の選手移動経路として扱い制度自体も変更可能にする	CORRECTED
CANDIDATE_DEPENDENCY-PNC-003-ADDED-PW-240	CANDIDATE_DEPENDENCY	PNC-003		PW-240	ADDED_SEMANTICALLY_REQUIRED	GLOBAL	同一の海外選手をNPB・MLB・KBO・CPBL等の複数市場が同時に評価・交渉しNPBが常に獲得できるわけではない	CORRECTED
CANDIDATE_DEPENDENCY-PNC-003-ADDED-PW-241	CANDIDATE_DEPENDENCY	PNC-003		PW-241	ADDED_SEMANTICALLY_REQUIRED	GLOBAL	海外選手を他球団より早く発見・関係構築すること自体に情報優位と価格優位を持たせる	CORRECTED
CANDIDATE_DEPENDENCY-PNC-003-ADDED-PW-256	CANDIDATE_DEPENDENCY	PNC-003		PW-256	ADDED_SEMANTICALLY_REQUIRED	GOVERNANCE	外国人枠・一軍登録可能数・支配下/育成等のroster制度もRule Proposal Engineで将来変更可能にする	CORRECTED
CANDIDATE_CONFLICT-PNC-003-PW-168	CANDIDATE_CONFLICT	PNC-003	PW-168	PW-168	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	国・地域ごとに異なる契約/移籍/政府/連盟制度を持つ	PASS
CANDIDATE_CONFLICT-PNC-003-PW-172	CANDIDATE_CONFLICT	PNC-003	PW-172	PW-172	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	国際制度は自由化だけでなく規制強化/協定終了/ビザ問題等もあり得る	PASS
CANDIDATE_CONFLICT-PNC-003-PW-173	CANDIDATE_CONFLICT	PNC-003	PW-173	PW-173	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	海外制度変更がNPBの選手市場へ波及する	PASS
CANDIDATE-PNC-004-PW-141	CANDIDATE	PNC-004	PW-141	PW-141	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	球団財務を選手年俸/スタッフ/スカウト/多軍/海外/R&D/医療等まで持つ	PASS
CANDIDATE-PNC-004-PW-142	CANDIDATE	PNC-004	PW-142		REMOVED_SEMANTICALLY_MISMATCHED	FINANCE	売店価格等の細かすぎる経営操作は前面に出さない	CORRECTED
CANDIDATE-PNC-004-PW-143	CANDIDATE	PNC-004	PW-143	PW-143	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	観客動員を勝率だけでなくスター/若手/地域/記録等から決める	PASS
CANDIDATE-PNC-004-PW-144	CANDIDATE	PNC-004	PW-144	PW-144	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	優勝で収入増だけでなく年俸・期待・スタッフ価格等も上昇	PASS
CANDIDATE-PNC-004-PW-165	CANDIDATE	PNC-004	PW-165		REMOVED_SEMANTICALLY_MISMATCHED	GLOBAL	海外の全試合をNPB同等詳細にはせずleague別sim粒度を変える	CORRECTED
CANDIDATE-PNC-004-PW-247	CANDIDATE	PNC-004	PW-247	PW-247	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	球団ごとの市場規模・資金力差は残すが資金は選択肢を増やす要因であり勝利を自動保証せず小規模球団にも合理的な勝ち筋を残す	PASS
CANDIDATE-PNC-004-ADDED-PW-204	CANDIDATE	PNC-004		PW-204	ADDED_SEMANTICALLY_REQUIRED	GOVERNANCE	球団移転/売却/合併は低頻度の大事件として将来候補	CORRECTED
CANDIDATE-PNC-004-ADDED-PW-249	CANDIDATE	PNC-004		PW-249	ADDED_SEMANTICALLY_REQUIRED	FINANCE	球団成績へのファン・経営評価は絶対順位だけでなくcompetitive windowと事前期待との差でも変える	CORRECTED
CANDIDATE_DEPENDENCY-PNC-004-PW-141	CANDIDATE_DEPENDENCY	PNC-004	PW-141	PW-141	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	球団財務を選手年俸/スタッフ/スカウト/多軍/海外/R&D/医療等まで持つ	PASS
CANDIDATE_DEPENDENCY-PNC-004-PW-143	CANDIDATE_DEPENDENCY	PNC-004	PW-143	PW-143	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	観客動員を勝率だけでなくスター/若手/地域/記録等から決める	PASS
CANDIDATE_DEPENDENCY-PNC-004-PW-144	CANDIDATE_DEPENDENCY	PNC-004	PW-144	PW-144	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	優勝で収入増だけでなく年俸・期待・スタッフ価格等も上昇	PASS
CANDIDATE_DEPENDENCY-PNC-004-PW-247	CANDIDATE_DEPENDENCY	PNC-004	PW-247	PW-247	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	球団ごとの市場規模・資金力差は残すが資金は選択肢を増やす要因であり勝利を自動保証せず小規模球団にも合理的な勝ち筋を残す	PASS
CANDIDATE_DEPENDENCY-PNC-004-ADDED-PW-204	CANDIDATE_DEPENDENCY	PNC-004		PW-204	ADDED_SEMANTICALLY_REQUIRED	GOVERNANCE	球団移転/売却/合併は低頻度の大事件として将来候補	CORRECTED
CANDIDATE_DEPENDENCY-PNC-004-ADDED-PW-249	CANDIDATE_DEPENDENCY	PNC-004		PW-249	ADDED_SEMANTICALLY_REQUIRED	FINANCE	球団成績へのファン・経営評価は絶対順位だけでなくcompetitive windowと事前期待との差でも変える	CORRECTED
CANDIDATE_CONFLICT-PNC-004-PW-141	CANDIDATE_CONFLICT	PNC-004	PW-141	PW-141	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	球団財務を選手年俸/スタッフ/スカウト/多軍/海外/R&D/医療等まで持つ	PASS
CANDIDATE_CONFLICT-PNC-004-PW-247	CANDIDATE_CONFLICT	PNC-004	PW-247	PW-247	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	球団ごとの市場規模・資金力差は残すが資金は選択肢を増やす要因であり勝利を自動保証せず小規模球団にも合理的な勝ち筋を残す	PASS
CANDIDATE-PNC-005-PW-201	CANDIDATE	PNC-005	PW-201		REMOVED_SEMANTICALLY_MISMATCHED	GOVERNANCE	球団数12を初期条件とし14/16等への拡張を可能にする	CORRECTED
CANDIDATE-PNC-005-PW-205	CANDIDATE	PNC-005	PW-205	PW-205	RETAINED_SEMANTICALLY_CONSISTENT	INTEGRITY	組織のcompliance/discipline/internal reporting等を持つ	PASS
CANDIDATE-PNC-005-PW-209	CANDIDATE	PNC-005	PW-209	PW-209	RETAINED_SEMANTICALLY_CONSISTENT	INTEGRITY	不祥事に注意/謹慎/降格/出場停止/解除/pick剥奪/球団制裁等の結果を持つ	PASS
CANDIDATE-PNC-005-PW-211	CANDIDATE	PNC-005	PW-211	PW-211	RETAINED_SEMANTICALLY_CONSISTENT	INTEGRITY	generated人物は将来不祥事イベント対象にできる	PASS
CANDIDATE-PNC-005-ADDED-PW-190	CANDIDATE	PNC-005		PW-190	ADDED_SEMANTICALLY_REQUIRED	GOVERNANCE	DH/ABS/申告敬遠/牽制制限/base size/延長/tie-break等を変更可能	CORRECTED
CANDIDATE-PNC-005-ADDED-PW-191	CANDIDATE	PNC-005		PW-191	ADDED_SEMANTICALLY_REQUIRED	GOVERNANCE	ボール反発係数やMLB球導入等の用具変更を可能にする	CORRECTED
CANDIDATE-PNC-005-ADDED-PW-193	CANDIDATE	PNC-005		PW-193	ADDED_SEMANTICALLY_REQUIRED	GOVERNANCE	Rule Proposal Engineで提案主体/目的/試験/採決/施行/副作用/再改正を一般化	CORRECTED
CANDIDATE-PNC-005-ADDED-PW-206	CANDIDATE	PNC-005		PW-206	ADDED_SEMANTICALLY_REQUIRED	INTEGRITY	甘い組織では小問題が放置され大問題へ発展しやすい構造	CORRECTED
CANDIDATE-PNC-005-ADDED-PW-207	CANDIDATE	PNC-005		PW-207	ADDED_SEMANTICALLY_REQUIRED	INTEGRITY	規律違反/ハラスメント/窃盗/賭博/八百長/裏金等をスパイスとして扱う	CORRECTED
CANDIDATE-PNC-005-ADDED-PW-208	CANDIDATE	PNC-005		PW-208	ADDED_SEMANTICALLY_REQUIRED	INTEGRITY	重大不祥事は非常に低頻度・高影響に校正する	CORRECTED
CANDIDATE-PNC-005-ADDED-PW-210	CANDIDATE	PNC-005		PW-210	ADDED_SEMANTICALLY_REQUIRED	INTEGRITY	実在人物に架空の重大犯罪/ハラスメントを標準生成しない	CORRECTED
CANDIDATE-PNC-005-ADDED-PW-212	CANDIDATE	PNC-005		PW-212	ADDED_SEMANTICALLY_REQUIRED	INTEGRITY	球団の隠蔽/厳正対応で長期評判影響を変える	CORRECTED
CANDIDATE_DEPENDENCY-PNC-005-PW-201	CANDIDATE_DEPENDENCY	PNC-005	PW-201		REMOVED_SEMANTICALLY_MISMATCHED	GOVERNANCE	球団数12を初期条件とし14/16等への拡張を可能にする	CORRECTED
CANDIDATE_DEPENDENCY-PNC-005-PW-205	CANDIDATE_DEPENDENCY	PNC-005	PW-205	PW-205	RETAINED_SEMANTICALLY_CONSISTENT	INTEGRITY	組織のcompliance/discipline/internal reporting等を持つ	PASS
CANDIDATE_DEPENDENCY-PNC-005-PW-209	CANDIDATE_DEPENDENCY	PNC-005	PW-209	PW-209	RETAINED_SEMANTICALLY_CONSISTENT	INTEGRITY	不祥事に注意/謹慎/降格/出場停止/解除/pick剥奪/球団制裁等の結果を持つ	PASS
CANDIDATE_DEPENDENCY-PNC-005-PW-211	CANDIDATE_DEPENDENCY	PNC-005	PW-211	PW-211	RETAINED_SEMANTICALLY_CONSISTENT	INTEGRITY	generated人物は将来不祥事イベント対象にできる	PASS
CANDIDATE_DEPENDENCY-PNC-005-ADDED-PW-190	CANDIDATE_DEPENDENCY	PNC-005		PW-190	ADDED_SEMANTICALLY_REQUIRED	GOVERNANCE	DH/ABS/申告敬遠/牽制制限/base size/延長/tie-break等を変更可能	CORRECTED
CANDIDATE_DEPENDENCY-PNC-005-ADDED-PW-191	CANDIDATE_DEPENDENCY	PNC-005		PW-191	ADDED_SEMANTICALLY_REQUIRED	GOVERNANCE	ボール反発係数やMLB球導入等の用具変更を可能にする	CORRECTED
CANDIDATE_DEPENDENCY-PNC-005-ADDED-PW-193	CANDIDATE_DEPENDENCY	PNC-005		PW-193	ADDED_SEMANTICALLY_REQUIRED	GOVERNANCE	Rule Proposal Engineで提案主体/目的/試験/採決/施行/副作用/再改正を一般化	CORRECTED
CANDIDATE_DEPENDENCY-PNC-005-ADDED-PW-206	CANDIDATE_DEPENDENCY	PNC-005		PW-206	ADDED_SEMANTICALLY_REQUIRED	INTEGRITY	甘い組織では小問題が放置され大問題へ発展しやすい構造	CORRECTED
CANDIDATE_DEPENDENCY-PNC-005-ADDED-PW-207	CANDIDATE_DEPENDENCY	PNC-005		PW-207	ADDED_SEMANTICALLY_REQUIRED	INTEGRITY	規律違反/ハラスメント/窃盗/賭博/八百長/裏金等をスパイスとして扱う	CORRECTED
CANDIDATE_DEPENDENCY-PNC-005-ADDED-PW-208	CANDIDATE_DEPENDENCY	PNC-005		PW-208	ADDED_SEMANTICALLY_REQUIRED	INTEGRITY	重大不祥事は非常に低頻度・高影響に校正する	CORRECTED
CANDIDATE_DEPENDENCY-PNC-005-ADDED-PW-210	CANDIDATE_DEPENDENCY	PNC-005		PW-210	ADDED_SEMANTICALLY_REQUIRED	INTEGRITY	実在人物に架空の重大犯罪/ハラスメントを標準生成しない	CORRECTED
CANDIDATE_DEPENDENCY-PNC-005-ADDED-PW-212	CANDIDATE_DEPENDENCY	PNC-005		PW-212	ADDED_SEMANTICALLY_REQUIRED	INTEGRITY	球団の隠蔽/厳正対応で長期評判影響を変える	CORRECTED
CANDIDATE_CONFLICT-PNC-005-PW-201	CANDIDATE_CONFLICT	PNC-005	PW-201		REMOVED_SEMANTICALLY_MISMATCHED	GOVERNANCE	球団数12を初期条件とし14/16等への拡張を可能にする	CORRECTED
CANDIDATE_CONFLICT-PNC-005-PW-205	CANDIDATE_CONFLICT	PNC-005	PW-205	PW-205	RETAINED_SEMANTICALLY_CONSISTENT	INTEGRITY	組織のcompliance/discipline/internal reporting等を持つ	PASS
CANDIDATE_CONFLICT-PNC-005-PW-209	CANDIDATE_CONFLICT	PNC-005	PW-209	PW-209	RETAINED_SEMANTICALLY_CONSISTENT	INTEGRITY	不祥事に注意/謹慎/降格/出場停止/解除/pick剥奪/球団制裁等の結果を持つ	PASS
CANDIDATE_CONFLICT-PNC-005-ADDED-PW-211	CANDIDATE_CONFLICT	PNC-005		PW-211	ADDED_SEMANTICALLY_REQUIRED	INTEGRITY	generated人物は将来不祥事イベント対象にできる	CORRECTED
CANDIDATE-PNC-006-PW-190	CANDIDATE	PNC-006	PW-190	PW-190	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	DH/ABS/申告敬遠/牽制制限/base size/延長/tie-break等を変更可能	PASS
CANDIDATE-PNC-006-PW-191	CANDIDATE	PNC-006	PW-191	PW-191	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	ボール反発係数やMLB球導入等の用具変更を可能にする	PASS
CANDIDATE-PNC-006-PW-193	CANDIDATE	PNC-006	PW-193	PW-193	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	Rule Proposal Engineで提案主体/目的/試験/採決/施行/副作用/再改正を一般化	PASS
CANDIDATE-PNC-006-PW-213	CANDIDATE	PNC-006	PW-213	PW-213	RETAINED_SEMANTICALLY_CONSISTENT	HISTORY	選手のdraft/二軍/一軍/海外/受賞/移籍/契約/代表/引退後staffを一生涯保存	PASS
CANDIDATE-PNC-006-PW-214	CANDIDATE	PNC-006	PW-214	PW-214	RETAINED_SEMANTICALLY_CONSISTENT	HISTORY	球団の順位/人事/補強/革新/不祥事/制度議論等を球団史に保存	PASS
CANDIDATE-PNC-006-PW-216	CANDIDATE	PNC-006	PW-216	PW-216	RETAINED_SEMANTICALLY_CONSISTENT	HISTORY	ニュースで数字を物語化する	PASS
