pair_id,speed_threshold_kmh,age_band,age_max_gap_years,group_comparison,left_player_id,left_player,left_team,left_group,left_position,left_age,left_sprint_kmh,left_powerpro_2026,left_residual_a,left_residual_b,right_player_id,right_player,right_team,right_group,right_position,right_age,right_sprint_kmh,right_powerpro_2026,right_residual_a,right_residual_b,sprint_speed_gap_kmh,age_gap_years,powerpro_left_minus_right,residual_a_left_minus_right,residual_b_left_minus_right
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0112,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,71975136,塩見 泰隆,東京ヤクルトスワローズ,MIDDLE_PREMIUM,RF,,32.3,83,-11,-11,11515139,岡 大海,千葉ロッテマリーンズ,CORNER_CATCHER,1B,,32.6,82,-7,-7,0.3,,1,-4,-4
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0113,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,71975136,塩見 泰隆,東京ヤクルトスワローズ,MIDDLE_PREMIUM,RF,,32.3,83,-11,-11,01705134,古賀 優大,東京ヤクルトスワローズ,CORNER_CATCHER,C,,32.1,46,24,24,0.2,,37,-35,-35
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0114,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,71975136,塩見 泰隆,東京ヤクルトスワローズ,MIDDLE_PREMIUM,RF,,32.3,83,-11,-11,31835133,柳田 悠岐,福岡ソフトバンクホークス,CORNER_CATCHER,LF,,32.1,67,3,3,0.2,,16,-14,-14
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0115,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,71975136,塩見 泰隆,東京ヤクルトスワローズ,MIDDLE_PREMIUM,RF,,32.3,83,-11,-11,41045153,佐藤 輝明,阪神タイガース,CORNER_CATCHER,3B,,32.1,68,2,2,0.2,,15,-13,-13
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0116,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,51455151,長岡 秀樹,東京ヤクルトスワローズ,MIDDLE_PREMIUM,SS,,31.6,58,8,8,11815130,宗 佑磨,オリックス・バファローズ,CORNER_CATCHER,3B,,31.9,76,-8,-8,0.3,,-18,16,16
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0117,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,51455151,長岡 秀樹,東京ヤクルトスワローズ,MIDDLE_PREMIUM,SS,,31.6,58,8,8,41545136,清宮 幸太郎,北海道日本ハムファイターズ,CORNER_CATCHER,1B,,31.7,56,10,10,0.1,,2,-2,-2
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0118,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,51455151,長岡 秀樹,東京ヤクルトスワローズ,MIDDLE_PREMIUM,SS,,31.6,58,8,8,31435138,野村 佑希,北海道日本ハムファイターズ,CORNER_CATCHER,LF,,31.7,52,14,14,0.1,,6,-6,-6
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0119,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,51455151,長岡 秀樹,東京ヤクルトスワローズ,MIDDLE_PREMIUM,SS,,31.6,58,8,8,71075151,佐藤 都志也,千葉ロッテマリーンズ,CORNER_CATCHER,C,,31.3,71,-8,-8,0.3,,-13,16,16
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0120,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,51455151,長岡 秀樹,東京ヤクルトスワローズ,MIDDLE_PREMIUM,SS,,31.6,58,8,8,91895138,山口 航輝,千葉ロッテマリーンズ,CORNER_CATCHER,LF,,31.9,52,16,16,0.3,,6,-8,-8
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0121,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,51455151,長岡 秀樹,東京ヤクルトスワローズ,MIDDLE_PREMIUM,SS,,31.6,58,8,8,43745150,ファビアン,広島東洋カープ,CORNER_CATCHER,LF,,31.4,61,3,3,0.2,,-3,5,5
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0122,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,51455151,長岡 秀樹,東京ヤクルトスワローズ,MIDDLE_PREMIUM,SS,,31.6,58,8,8,53955150,モンテロ,広島東洋カープ,CORNER_CATCHER,1B,,31.9,49,19,3,0.3,,9,-11,5
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0123,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,51455151,長岡 秀樹,東京ヤクルトスワローズ,MIDDLE_PREMIUM,SS,,31.6,58,8,8,31135133,秋山 翔吾,広島東洋カープ,CORNER_CATCHER,LF,,31.6,77,-11,-10,0,,-19,19,18
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0124,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,51455151,長岡 秀樹,東京ヤクルトスワローズ,MIDDLE_PREMIUM,SS,,31.6,58,8,8,01705130,栗原 陵矢,福岡ソフトバンクホークス,CORNER_CATCHER,3B,,31.3,59,4,4,0.3,,-1,4,4
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0125,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,81585134,京田 陽太,横浜DeNAベイスターズ,MIDDLE_PREMIUM,SS,,31.1,78,-17,-17,91495139,森 友哉,オリックス・バファローズ,CORNER_CATCHER,C,,31.2,65,-3,-3,0.1,,13,-14,-14
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0126,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,81585134,京田 陽太,横浜DeNAベイスターズ,MIDDLE_PREMIUM,SS,,31.1,78,-17,-17,71475132,西川 龍馬,オリックス・バファローズ,CORNER_CATCHER,LF,,31.1,72,-11,-11,0,,6,-6,-6
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0127,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,81585134,京田 陽太,横浜DeNAベイスターズ,MIDDLE_PREMIUM,SS,,31.1,78,-17,-17,63065155,ポランコ,千葉ロッテマリーンズ,CORNER_CATCHER,LF,,31.1,63,-2,0,0,,15,-15,-17
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0128,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,81585134,京田 陽太,横浜DeNAベイスターズ,MIDDLE_PREMIUM,SS,,31.1,78,-17,-17,71075151,佐藤 都志也,千葉ロッテマリーンズ,CORNER_CATCHER,C,,31.3,71,-8,-8,0.2,,7,-9,-9
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0129,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,81585134,京田 陽太,横浜DeNAベイスターズ,MIDDLE_PREMIUM,SS,,31.1,78,-17,-17,43745150,ファビアン,広島東洋カープ,CORNER_CATCHER,LF,,31.4,61,3,3,0.3,,17,-20,-20
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0130,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,81585134,京田 陽太,横浜DeNAベイスターズ,MIDDLE_PREMIUM,SS,,31.1,78,-17,-17,53755153,サンタナ,東京ヤクルトスワローズ,CORNER_CATCHER,LF,,30.8,47,11,11,0.3,,31,-28,-28
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0131,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,81585134,京田 陽太,横浜DeNAベイスターズ,MIDDLE_PREMIUM,SS,,31.1,78,-17,-17,23125136,山本 祐大,横浜DeNAベイスターズ,CORNER_CATCHER,C,,31,61,-1,-1,0.1,,17,-16,-16
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0132,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,81585134,京田 陽太,横浜DeNAベイスターズ,MIDDLE_PREMIUM,SS,,31.1,78,-17,-17,01705130,栗原 陵矢,福岡ソフトバンクホークス,CORNER_CATCHER,3B,,31.3,59,4,4,0.2,,19,-21,-21
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0133,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,81585134,京田 陽太,横浜DeNAベイスターズ,MIDDLE_PREMIUM,SS,,31.1,78,-17,-17,81885155,正木 智也,福岡ソフトバンクホークス,CORNER_CATCHER,1B,,31.1,48,13,13,0,,30,-30,-30
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0134,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,81585134,京田 陽太,横浜DeNAベイスターズ,MIDDLE_PREMIUM,SS,,31.1,78,-17,-17,41745135,近藤 健介,福岡ソフトバンクホークス,CORNER_CATCHER,LF,,31.2,64,-2,-2,0.1,,14,-15,-15
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0135,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,33535159,度会 隆輝,横浜DeNAベイスターズ,MIDDLE_PREMIUM,RF,,31.7,65,1,1,11815130,宗 佑磨,オリックス・バファローズ,CORNER_CATCHER,3B,,31.9,76,-8,-8,0.2,,-11,9,9
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0136,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,33535159,度会 隆輝,横浜DeNAベイスターズ,MIDDLE_PREMIUM,RF,,31.7,65,1,1,41545136,清宮 幸太郎,北海道日本ハムファイターズ,CORNER_CATCHER,1B,,31.7,56,10,10,0,,9,-9,-9
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0137,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,33535159,度会 隆輝,横浜DeNAベイスターズ,MIDDLE_PREMIUM,RF,,31.7,65,1,1,31435138,野村 佑希,北海道日本ハムファイターズ,CORNER_CATCHER,LF,,31.7,52,14,14,0,,13,-13,-13
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0138,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,33535159,度会 隆輝,横浜DeNAベイスターズ,MIDDLE_PREMIUM,RF,,31.7,65,1,1,91895138,山口 航輝,千葉ロッテマリーンズ,CORNER_CATCHER,LF,,31.9,52,16,16,0.2,,13,-15,-15
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0139,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,33535159,度会 隆輝,横浜DeNAベイスターズ,MIDDLE_PREMIUM,RF,,31.7,65,1,1,43745150,ファビアン,広島東洋カープ,CORNER_CATCHER,LF,,31.4,61,3,3,0.3,,4,-2,-2
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0140,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,33535159,度会 隆輝,横浜DeNAベイスターズ,MIDDLE_PREMIUM,RF,,31.7,65,1,1,53955150,モンテロ,広島東洋カープ,CORNER_CATCHER,1B,,31.9,49,19,3,0.2,,16,-18,-2
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0141,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,33535159,度会 隆輝,横浜DeNAベイスターズ,MIDDLE_PREMIUM,RF,,31.7,65,1,1,31135133,秋山 翔吾,広島東洋カープ,CORNER_CATCHER,LF,,31.6,77,-11,-10,0.1,,-12,12,11
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0142,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,51555151,蝦名 達夫,横浜DeNAベイスターズ,MIDDLE_PREMIUM,CF,,31.4,75,-11,-11,91495139,森 友哉,オリックス・バファローズ,CORNER_CATCHER,C,,31.2,65,-3,-3,0.2,,10,-8,-8
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0143,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,51555151,蝦名 達夫,横浜DeNAベイスターズ,MIDDLE_PREMIUM,CF,,31.4,75,-11,-11,71475132,西川 龍馬,オリックス・バファローズ,CORNER_CATCHER,LF,,31.1,72,-11,-11,0.3,,3,0,0
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0144,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,51555151,蝦名 達夫,横浜DeNAベイスターズ,MIDDLE_PREMIUM,CF,,31.4,75,-11,-11,41545136,清宮 幸太郎,北海道日本ハムファイターズ,CORNER_CATCHER,1B,,31.7,56,10,10,0.3,,19,-21,-21
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0145,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,51555151,蝦名 達夫,横浜DeNAベイスターズ,MIDDLE_PREMIUM,CF,,31.4,75,-11,-11,31435138,野村 佑希,北海道日本ハムファイターズ,CORNER_CATCHER,LF,,31.7,52,14,14,0.3,,23,-25,-25
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0146,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,51555151,蝦名 達夫,横浜DeNAベイスターズ,MIDDLE_PREMIUM,CF,,31.4,75,-11,-11,63065155,ポランコ,千葉ロッテマリーンズ,CORNER_CATCHER,LF,,31.1,63,-2,0,0.3,,12,-9,-11
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0147,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,51555151,蝦名 達夫,横浜DeNAベイスターズ,MIDDLE_PREMIUM,CF,,31.4,75,-11,-11,71075151,佐藤 都志也,千葉ロッテマリーンズ,CORNER_CATCHER,C,,31.3,71,-8,-8,0.1,,4,-3,-3
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0148,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,51555151,蝦名 達夫,横浜DeNAベイスターズ,MIDDLE_PREMIUM,CF,,31.4,75,-11,-11,43745150,ファビアン,広島東洋カープ,CORNER_CATCHER,LF,,31.4,61,3,3,0,,14,-14,-14
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0149,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,51555151,蝦名 達夫,横浜DeNAベイスターズ,MIDDLE_PREMIUM,CF,,31.4,75,-11,-11,31135133,秋山 翔吾,広島東洋カープ,CORNER_CATCHER,LF,,31.6,77,-11,-10,0.2,,-2,0,-1
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0150,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,51555151,蝦名 達夫,横浜DeNAベイスターズ,MIDDLE_PREMIUM,CF,,31.4,75,-11,-11,01705130,栗原 陵矢,福岡ソフトバンクホークス,CORNER_CATCHER,3B,,31.3,59,4,4,0.1,,16,-15,-15
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0151,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,51555151,蝦名 達夫,横浜DeNAベイスターズ,MIDDLE_PREMIUM,CF,,31.4,75,-11,-11,81885155,正木 智也,福岡ソフトバンクホークス,CORNER_CATCHER,1B,,31.1,48,13,13,0.3,,27,-24,-24
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0152,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,51555151,蝦名 達夫,横浜DeNAベイスターズ,MIDDLE_PREMIUM,CF,,31.4,75,-11,-11,41745135,近藤 健介,福岡ソフトバンクホークス,CORNER_CATCHER,LF,,31.2,64,-2,-2,0.2,,11,-9,-9
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0153,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,31335131,今宮 健太,福岡ソフトバンクホークス,MIDDLE_PREMIUM,SS,,30.4,66,-11,-11,41645139,若月 健矢,オリックス・バファローズ,CORNER_CATCHER,C,,30.7,48,9,9,0.3,,18,-20,-20
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0154,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,31335131,今宮 健太,福岡ソフトバンクホークス,MIDDLE_PREMIUM,SS,,30.4,66,-11,-11,91195151,石川 昂弥,中日ドラゴンズ,CORNER_CATCHER,3B,,30.6,41,16,16,0.2,,25,-27,-27
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0155,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,31335131,今宮 健太,福岡ソフトバンクホークス,MIDDLE_PREMIUM,SS,,30.4,66,-11,-11,03505133,ソト,千葉ロッテマリーンズ,CORNER_CATCHER,1B,,30.1,40,12,12,0.3,,26,-23,-23
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0156,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,31335131,今宮 健太,福岡ソフトバンクホークス,MIDDLE_PREMIUM,SS,,30.4,66,-11,-11,81785155,古賀 悠斗,埼玉西武ライオンズ,CORNER_CATCHER,C,,30.6,47,10,10,0.2,,19,-21,-21
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0157,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,31335131,今宮 健太,福岡ソフトバンクホークス,MIDDLE_PREMIUM,SS,,30.4,66,-11,-11,11915134,坂倉 将吾,広島東洋カープ,CORNER_CATCHER,1B,,30.6,68,-11,-11,0.2,,-2,0,0
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0158,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,31335131,今宮 健太,福岡ソフトバンクホークス,MIDDLE_PREMIUM,SS,,30.4,66,-11,-11,51255118,中村 悠平,東京ヤクルトスワローズ,CORNER_CATCHER,C,,30.4,56,-1,-1,0,,10,-10,-10
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0159,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,31335131,今宮 健太,福岡ソフトバンクホークス,MIDDLE_PREMIUM,SS,,30.4,66,-11,-11,71375138,太田 光,東北楽天ゴールデンイーグルス,CORNER_CATCHER,C,,30.5,44,12,12,0.1,,22,-23,-23
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0160,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,31335131,今宮 健太,福岡ソフトバンクホークス,MIDDLE_PREMIUM,SS,,30.4,66,-11,-11,51155118,浅村 栄斗,東北楽天ゴールデンイーグルス,CORNER_CATCHER,1B,,30.5,35,21,21,0.1,,31,-32,-32
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0161,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,31335131,今宮 健太,福岡ソフトバンクホークス,MIDDLE_PREMIUM,SS,,30.4,66,-11,-11,73175138,渡邊 佳明,東北楽天ゴールデンイーグルス,CORNER_CATCHER,1B,,30.3,50,4,4,0.1,,16,-15,-15
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0162,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,31335131,今宮 健太,福岡ソフトバンクホークス,MIDDLE_PREMIUM,SS,,30.4,66,-11,-11,91995134,佐野 恵太,横浜DeNAベイスターズ,CORNER_CATCHER,1B,,30.6,48,9,9,0.2,,18,-20,-20
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0163,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,31335131,今宮 健太,福岡ソフトバンクホークス,MIDDLE_PREMIUM,SS,,30.4,66,-11,-11,51455137,宮﨑 敏郎,横浜DeNAベイスターズ,CORNER_CATCHER,3B,,30.3,33,21,21,0.1,,33,-32,-32
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0164,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,31335131,今宮 健太,福岡ソフトバンクホークス,MIDDLE_PREMIUM,SS,,30.4,66,-11,-11,41945131,筒香 嘉智,横浜DeNAベイスターズ,CORNER_CATCHER,3B,,30.2,45,8,8,0.2,,21,-19,-19
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0165,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,31335131,今宮 健太,福岡ソフトバンクホークス,MIDDLE_PREMIUM,SS,,30.4,66,-11,-11,81385151,海野 隆司,福岡ソフトバンクホークス,CORNER_CATCHER,C,,30.3,52,2,2,0.1,,14,-13,-13
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0166,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,31335131,今宮 健太,福岡ソフトバンクホークス,MIDDLE_PREMIUM,SS,,30.4,66,-11,-11,11915132,坂本 誠志郎,阪神タイガース,CORNER_CATCHER,C,,30.2,56,-3,-3,0.2,,10,-8,-8
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0167,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,31335131,今宮 健太,福岡ソフトバンクホークス,MIDDLE_PREMIUM,SS,,30.4,66,-11,-11,21325134,大山 悠輔,阪神タイガース,CORNER_CATCHER,1B,,30.5,58,-2,-2,0.1,,8,-9,-9
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0168,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,31335131,今宮 健太,福岡ソフトバンクホークス,MIDDLE_PREMIUM,SS,,30.4,66,-11,-11,21325139,梅野 隆太郎,阪神タイガース,CORNER_CATCHER,C,,30.6,57,0,0,0.2,,9,-11,-11
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0169,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,73175151,柳町 達,福岡ソフトバンクホークス,MIDDLE_PREMIUM,RF,,31.5,67,-2,-2,91495139,森 友哉,オリックス・バファローズ,CORNER_CATCHER,C,,31.2,65,-3,-3,0.3,,2,1,1
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0170,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,73175151,柳町 達,福岡ソフトバンクホークス,MIDDLE_PREMIUM,RF,,31.5,67,-2,-2,41545136,清宮 幸太郎,北海道日本ハムファイターズ,CORNER_CATCHER,1B,,31.7,56,10,10,0.2,,11,-12,-12
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0171,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,73175151,柳町 達,福岡ソフトバンクホークス,MIDDLE_PREMIUM,RF,,31.5,67,-2,-2,31435138,野村 佑希,北海道日本ハムファイターズ,CORNER_CATCHER,LF,,31.7,52,14,14,0.2,,15,-16,-16
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0172,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,73175151,柳町 達,福岡ソフトバンクホークス,MIDDLE_PREMIUM,RF,,31.5,67,-2,-2,71075151,佐藤 都志也,千葉ロッテマリーンズ,CORNER_CATCHER,C,,31.3,71,-8,-8,0.2,,-4,6,6
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0173,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,73175151,柳町 達,福岡ソフトバンクホークス,MIDDLE_PREMIUM,RF,,31.5,67,-2,-2,43745150,ファビアン,広島東洋カープ,CORNER_CATCHER,LF,,31.4,61,3,3,0.1,,6,-5,-5
MIDDLE_PREMIUM_MINUS_CORNER_CATCHER|0.3|AGE_UNRESTRICTED|0174,0.3,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_CORNER_CATCHER,73175151,柳町 達,福岡ソフトバンクホークス,MIDDLE_PREMIUM,RF,,31.5,67,-2,-2,31135133,秋山 翔吾,広島東洋カープ,CORNER_CATCHER,LF,,31.6,77,-11,-10,0.1,,-10,9,8
