anchor_id,player,measurement_era,measurement_date,metric,value,unit,direction,cohort_id,cohort_completeness,source_manifest_id,source_tier,anchor_confidence,bank_acceptance_status,raw_trial_count,selection_method,selection_scope,speed_band,band_basis,cohort_rank,cohort_size,integration_boundary,limitations
A0128,村松 開人,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,33.4,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B1_FASTEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,9,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0129,板山 祐太郎,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,32,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B3_UPPER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,36,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0130,田中 幹也,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,33.5,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B1_FASTEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,7,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0131,石川 昂弥,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,30.6,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B6_LOWER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,75,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0132,福永 裕基,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,33,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B2_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,13,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0133,細川 成也,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,32.7,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B2_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,20,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0134,高橋 周平,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,29.5,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B8_SLOWEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,94,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0135,奈良間 大己,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,31.7,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B4_MID_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,44,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0136,水野 達稀,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,33.4,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B1_FASTEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,10,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0137,清宮 幸太郎,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,31.7,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B4_MID_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,45,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0138,田宮 裕涼,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,32.4,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B3_UPPER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,29,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0139,郡司 裕也,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,32.7,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B2_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,21,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0140,野村 佑希,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,31.7,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B4_MID_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,46,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0141,ソト,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,30.1,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B8_SLOWEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,91,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0142,ポランコ,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,31.1,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B6_LOWER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,66,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0143,佐藤 都志也,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,31.3,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B5_MID_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,60,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0144,友杉 篤輝,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,32.7,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B2_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,22,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0145,安田 尚憲,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,29.6,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B8_SLOWEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,93,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0146,小川 龍成,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,33.4,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B1_FASTEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,11,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0147,山口 航輝,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,31.9,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B4_MID_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,39,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0148,岡 大海,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,32.6,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B2_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,24,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0149,藤原 恭大,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,33,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B2_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,14,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0150,藤岡 裕大,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,30.8,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B6_LOWER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,70,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0151,髙部 瑛斗,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,33.6,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B1_FASTEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,5,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0152,古賀 悠斗,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,30.6,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B7_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,76,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0153,外崎 修汰,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,32.3,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B3_UPPER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,31,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0154,源田 壮亮,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,32.9,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B2_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,17,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0155,滝澤 夏央,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,33,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B2_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,15,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0156,石井 一成,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,32.6,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B2_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,25,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0157,ファビアン,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,31.4,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B5_MID_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,55,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0158,モンテロ,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,31.9,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B4_MID_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,40,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0159,名原 典彦,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,33.7,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B1_FASTEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,4,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0160,坂倉 将吾,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,30.6,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B7_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,77,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0161,小園 海斗,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,31.5,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B5_MID_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,53,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0162,矢野 雅哉,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,30.7,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B6_LOWER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,74,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
