source_id,player,team,packet_id,case_type,provenance,source_platform,source_class,author,author_id,author_account,post_id,post_url,source_url,posted_at,post_date,post_date_precision,retrieved_at,query,query_kinds,grok_x_search_receipt_ids,grok_x_search_receipt_provenance,text_excerpt,quote_excerpt,paraphrased_physical_speed_claim,paraphrased_claim,current_historical,temporal_relevance,evidence_direction,supports_faster_current_slower_mixed,directness,evidence_strength,independence_group,accepted,acceptance_status,rejection_reason,physical_speed_only,is_repost,is_syndicated_copy,same_origin_duplicate_of,existing_duplicate_of_source_id,accessibility_status,identity_status
GXSR011,塩見 泰隆,東京ヤクルトスワローズ,P058,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@webSportiva,,@webSportiva,1957404644805841126,https://x.com/webSportiva/status/1957404644805841126,https://x.com/webSportiva/status/1957404644805841126,2025-08-18,2025-08-18,DAY_RETURNED_BY_GROK_X,2026-08-10T12:38:52.476Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「塩見 泰隆」です。投稿本文に「塩見 泰隆」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「足が速い」「速い足」「快足」など、速さそのものへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""fast""]","[""GXQ118""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,実力派芸人が語る先輩・塩見泰隆の「バケモノ」ぶり…「足も速いし、肩も強い。…」,実力派芸人が語る先輩・塩見泰隆の「バケモノ」ぶり…「足も速いし、肩も強い。…」,,,CURRENT_2025,CURRENT_2025,FASTER,faster,NOT_ACCEPTED_AFTER_REVIEW,NONE_FOR_ACCEPTANCE,X_AUTHOR_webSportiva,false,REJECTED,GENERIC_OR_AMBIGUOUS_SPEED_LABEL_NOT_SUFFICIENT_FOR_ACCEPTANCE,false,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR012,塩見 泰隆,東京ヤクルトスワローズ,P058,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,SNS,@ocha_vnlover,,@ocha_vnlover,1986398016539140170,https://x.com/ocha_vnlover/status/1986398016539140170,https://x.com/ocha_vnlover/status/1986398016539140170,2025-11-06,2025-11-06,DAY_RETURNED_BY_GROK_X,2026-08-10T12:39:21.384Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「塩見 泰隆」です。投稿本文に「塩見 泰隆」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「足が速い」「速い足」「快足」など、速さそのものへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""fast"",""year_2025""]","[""GXQ118"",""GXQ125""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,"塩見泰隆！
 打てるし足も速いから一番好きです😊","塩見泰隆！
 打てるし足も速いから一番好きです😊",2025年の投稿は、塩見の足を速いと明示する。,2025年の投稿は、塩見の足を速いと明示する。,CURRENT_2025,CURRENT_2025,FASTER,faster,EXPLICIT_CURRENT_PHYSICAL_SPEED_LABEL,MODERATE,X_AUTHOR_ocha_vnlover,true,ACCEPTED,,true,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR013,塩見 泰隆,東京ヤクルトスワローズ,P058,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,SNS,@yosshiisland23,,@yosshiisland23,2012895625709547785,https://x.com/yosshiisland23/status/2012895625709547785,https://x.com/yosshiisland23/status/2012895625709547785,2026-01-18,2026-01-18,DAY_RETURNED_BY_GROK_X,2026-08-10T12:38:52.476Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「塩見 泰隆」です。投稿本文に「塩見 泰隆」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「足が速い」「速い足」「快足」など、速さそのものへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""fast"",""running_ability""]","[""GXQ118"",""GXQ120""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,"近本周東論争は贔屓球団の足が速い選手をちゃんと呼ばないから産まれるんだ
 足が速い近本や塩見泰隆、和田康士朗を侍ジャパンに呼べばすべて解決する","近本周東論争は贔屓球団の足が速い選手をちゃんと呼ばないから産まれるんだ
 足が速い近本や塩見泰隆、和田康士朗を侍ジャパンに呼べばすべて解決する",2026年の投稿は、塩見を速い選手の群に明示的に含める。,2026年の投稿は、塩見を速い選手の群に明示的に含める。,CURRENT_2026,CURRENT_2026,FASTER,faster,CURRENT_GROUP_SPEED_REFERENCE,MODERATE,X_AUTHOR_yosshiisland23,true,ACCEPTED,,true,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR014,塩見 泰隆,東京ヤクルトスワローズ,P058,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,SNS,@Deepan_offl,,@Deepan_offl,2060600428744626584,https://x.com/Deepan_offl/status/2060600428744626584,https://x.com/Deepan_offl/status/2060600428744626584,2026-05-30 05:53:20 GMT,2026-05-30,TIMESTAMP_RETURNED_BY_GROK_X,2026-08-10T12:39:01.900Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「塩見 泰隆」です。投稿本文に「塩見 泰隆」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「走力」「脚力」など、身体的な走る能力への直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""running_ability"",""speed""]","[""GXQ120"",""GXQ121""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,塩見泰隆、ここから加速！,塩見泰隆、ここから加速！,2026年の投稿は、塩見の加速を直接観察する。,2026年の投稿は、塩見の加速を直接観察する。,CURRENT_2026,CURRENT_2026,FASTER,faster,DIRECT_ACCELERATION_OBSERVATION,MODERATE,X_AUTHOR_Deepan_offl,true,ACCEPTED,,true,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR015,塩見 泰隆,東京ヤクルトスワローズ,P058,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@oeghak,,@oeghak,2072549548715835602,https://x.com/oeghak/status/2072549548715835602,https://x.com/oeghak/status/2072549548715835602,2026-07-02 05:14:53 GMT,2026-07-02,TIMESTAMP_RETURNED_BY_GROK_X,2026-08-10T12:38:49.636Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「塩見 泰隆」です。投稿本文に「塩見 泰隆」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「走力」「脚力」など、身体的な走る能力への直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""running_ability""]","[""GXQ120""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,長打力＋走力を兼ね備えた選手であり,長打力＋走力を兼ね備えた選手であり,,,CURRENT_2026,CURRENT_2026,NON_DIRECTIONAL,not_directional,TARGET_NOT_VERIFIABLE,NONE_FOR_ACCEPTANCE,X_AUTHOR_oeghak,false,REJECTED,TARGET_NOT_VERIFIABLE_FROM_RETURNED_POST_TEXT,false,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR016,塩見 泰隆,東京ヤクルトスワローズ,P058,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@Bwcv8gbqSK93045,,@Bwcv8gbqSK93045,2080979468202733637,https://x.com/Bwcv8gbqSK93045/status/2080979468202733637,https://x.com/Bwcv8gbqSK93045/status/2080979468202733637,2026-07-25 11:32:22 GMT,2026-07-25,TIMESTAMP_RETURNED_BY_GROK_X,2026-08-10T12:39:26.068Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「塩見 泰隆」です。投稿本文に「塩見 泰隆」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「走力」「脚力」など、身体的な走る能力への直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""running_ability"",""speed"",""year_2026""]","[""GXQ120"",""GXQ121"",""GXQ124""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,塩見泰隆ー！！全力疾走！！おみくんが勝った！！😆💚 おみくん頑張ったね😌💚,塩見泰隆ー！！全力疾走！！おみくんが勝った！！😆💚 おみくん頑張ったね😌💚,,,CURRENT_2026,CURRENT_2026,NON_DIRECTIONAL,not_directional,EFFORT_NOT_SPEED,NONE_FOR_ACCEPTANCE,X_AUTHOR_Bwcv8gbqSK93045,false,REJECTED,ALL_OUT_EFFORT_WITHOUT_SPEED_OBSERVATION,false,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR017,岡 大海,千葉ロッテマリーンズ,P035,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@io_sono_yuccaP,,@io_sono_yuccaP,1928342837265125767,https://x.com/io_sono_yuccaP/status/1928342837265125767,https://x.com/io_sono_yuccaP/status/1928342837265125767,2025-05-30,2025-05-30,DAY_RETURNED_BY_GROK_X,2026-08-10T12:33:49.346Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「岡 大海」です。投稿本文に「岡 大海」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「全力疾走」「加速」「疾走」など、実際の身体的な走りへの直接観察。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""all_out_run""]","[""GXQ060""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,: 上下ユニ姿で疾走する岡大海さん極上プライスレス,: 上下ユニ姿で疾走する岡大海さん極上プライスレス,,,CURRENT_2025,CURRENT_2025,NON_DIRECTIONAL,not_directional,NOT_ACCEPTED_AFTER_REVIEW,NONE_FOR_ACCEPTANCE,X_AUTHOR_io_sono_yuccaP,false,REJECTED,NO_CLEAR_DIRECT_PHYSICAL_SPEED_CLAIM,false,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR018,岡 大海,千葉ロッテマリーンズ,P035,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@notyu_baseball,,@notyu_baseball,1935690653222216142,https://x.com/notyu_baseball/status/1935690653222216142,https://x.com/notyu_baseball/status/1935690653222216142,2025-06-19 13:26:29 GMT,2025-06-19,TIMESTAMP_RETURNED_BY_GROK_X,2026-08-10T12:33:35.967Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「岡 大海」です。投稿本文に「岡 大海」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「足が遅い」「遅い」「鈍足」など、身体的running abilityの低下又は遅さへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""slow""]","[""GXQ059""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,,,,,CURRENT_2025,CURRENT_2025,NON_DIRECTIONAL,not_directional,INCOMPLETE_RETURNED_METADATA,NONE_FOR_ACCEPTANCE,X_AUTHOR_notyu_baseball,false,REJECTED,MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,false,false,false,,,POST_METADATA_INCOMPLETE_NOT_TREATED_AS_CONFIRMED_POST,SINGLE_RETURNED_URL
GXSR019,岡 大海,千葉ロッテマリーンズ,P035,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,SNS,@minn_810,,@minn_810,1971140422090228203,https://x.com/minn_810/status/1971140422090228203,https://x.com/minn_810/status/1971140422090228203,2025-09-25,2025-09-25,DAY_RETURNED_BY_GROK_X,2026-08-10T12:33:49.346Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「岡 大海」です。投稿本文に「岡 大海」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「足が速い」「速い足」「快足」など、速さそのものへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""all_out_run"",""fast""]","[""GXQ055"",""GXQ060""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,: 岡大海さん足が速いのは嬉しいのですが大丈夫でしょうか………？？？,: 岡大海さん足が速いのは嬉しいのですが大丈夫でしょうか………？？？,2025年の投稿は、岡の足の速さを直接前提にする。,2025年の投稿は、岡の足の速さを直接前提にする。,CURRENT_2025,CURRENT_2025,FASTER,faster,DIRECT_CURRENT_SPEED_OBSERVATION,MODERATE,X_AUTHOR_minn_810,true,ACCEPTED,,true,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR020,岡 大海,千葉ロッテマリーンズ,P035,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,SNS,@Dec046adE,,@Dec046adE,1972618657919586580,https://x.com/Dec046adE/status/1972618657919586580,https://x.com/Dec046adE/status/1972618657919586580,2025-09-29,2025-09-29,DAY_RETURNED_BY_GROK_X,2026-08-10T12:33:49.346Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「岡 大海」です。投稿本文に「岡 大海」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「足が速い」「速い足」「快足」など、速さそのものへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""all_out_run"",""fast""]","[""GXQ055"",""GXQ060""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,: 岡大海さんどこかケガしとるんか？足速いのに代走だされとる。,: 岡大海さんどこかケガしとるんか？足速いのに代走だされとる。,2025年の投稿は、岡が速いという身体速度評価を明示する。,2025年の投稿は、岡が速いという身体速度評価を明示する。,CURRENT_2025,CURRENT_2025,FASTER,faster,DIRECT_CURRENT_SPEED_OBSERVATION,MODERATE,X_AUTHOR_Dec046adE,true,ACCEPTED,,true,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR021,岡 大海,千葉ロッテマリーンズ,P035,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@jun_jun1980,,@jun_jun1980,2025167379848986704,https://x.com/jun_jun1980/status/2025167379848986704,https://x.com/jun_jun1980/status/2025167379848986704,2026-02-21,2026-02-21,DAY_RETURNED_BY_GROK_X,2026-08-10T12:33:49.346Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「岡 大海」です。投稿本文に「岡 大海」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「全力疾走」「加速」「疾走」など、実際の身体的な走りへの直接観察。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""all_out_run""]","[""GXQ060""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,: ひろみー♪( ´θ｀)ノ 疾走とても良かった☺️,: ひろみー♪( ´θ｀)ノ 疾走とても良かった☺️,,,CURRENT_2026,CURRENT_2026,NON_DIRECTIONAL,not_directional,TARGET_NOT_VERIFIABLE,NONE_FOR_ACCEPTANCE,X_AUTHOR_jun_jun1980,false,REJECTED,TARGET_NOT_VERIFIABLE_FROM_RETURNED_POST_TEXT,false,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR022,岡 大海,千葉ロッテマリーンズ,P035,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@happy_days0709,,@happy_days0709,2027416132739825932,https://x.com/happy_days0709/status/2027416132739825932,https://x.com/happy_days0709/status/2027416132739825932,2026-02-27,2026-02-27,DAY_RETURNED_BY_GROK_X,2026-08-10T12:33:16.666Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「岡 大海」です。投稿本文に「岡 大海」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「足が速い」「速い足」「快足」など、速さそのものへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""fast""]","[""GXQ055""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,YouTubeで検索したら守備範囲が広く、足が速い。,YouTubeで検索したら守備範囲が広く、足が速い。,,,CURRENT_2026,CURRENT_2026,FASTER,faster,ARTICLE_OR_VIDEO_REPOST,NONE_FOR_ACCEPTANCE,X_AUTHOR_happy_days0709,false,REJECTED,ARTICLE_OR_VIDEO_REPOST_NOT_INDEPENDENT_SNS_ORIGIN,false,true,true,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
