event_id	event_date_start	event_date_end	retrieved_at	region	country	league	organization	competition	topic_family	subtopic	headline_or_event_name	fact_summary	primary_source_url	secondary_source_urls	source_authority	verification_status	historical_or_current	mechanism_revealed	potential_game_system	existing_requirement_ids	novelty_status	materiality	recurrence_class	player_frustration_risk	suggested_default_or_toggle	implementation_complexity	research_confidence	notes	wave	topic_family_codes	wave1_relation	corrected_existing_requirement_ids	semantic_mapping_status
PNW2-026	1946-01-01	1946-12-31	2026-08-25	North America	Canada/United States	MLB/MiLB	Montreal Royals; Brooklyn Dodgers	Minor-league integration	G - staff/culture/org knowledge	institutional access	The Montreal Royals served as a deliberate environment for Jackie Robinson's 1946 minor-league season	MLB's historical account describes Montreal as a more welcoming assignment before MLB integration, showing a lower-tier environment carrying social and institutional risk.	https://www.mlb.com/milb/history/jackie-robinson-1946	-	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	Organizations can choose a lower-tier environment to manage institutional access and social risk before a broader transition.	development-environment/access-route/reputation	PW-103;PW-104;PW-127;PW-128;PW-155;PW-157;PW-213;PW-214	PARTIAL_EXTENSION	HIGH	RARE_SYSTEMIC	HIGH_IF_AUTOMATIC	OWNER_CALIBRATION	HIGH	HIGH	No motives beyond the official historical account are inferred.	WAVE2	D;E;G;I;Q	NEW_WAVE2_RESEARCH	PW-103;PW-104;PW-127;PW-128;PW-155;PW-157;PW-213;PW-214	PENDING_LEDGER_CHECK
PNW2-027	1961-01-01	1998-01-01	2026-08-25	North America	United States/Canada	MLB	MLB expansion clubs	Expansion and relocation	Q - rare structural events	league topology	MLB expansion and relocation repeatedly changed the league map from 1961 through 1998	MLB official expansion-era material records new clubs in several waves and relocations such as the Senators to Texas.	https://www.mlb.com/glossary/miscellaneous/expansion-era	https://www.mlb.com/news/mlb-expansion-draft-history	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	League topology is a repeated state transition affecting travel, markets, ownership, and player distribution.	expansion/relocation/league-quality/market	PW-174;PW-178;PW-179;PW-180;PW-201;PW-203;PW-204	PARTIAL_EXTENSION	HIGH	CONDITIONAL_RECURRING	MEDIUM	DEFAULT_RARE	HIGH	HIGH	Research evidence only; no implementation implication.	WAVE2	D;K;N;Q	NEW_WAVE2_RESEARCH	PW-174;PW-178;PW-179;PW-180;PW-201;PW-203;PW-204	PENDING_LEDGER_CHECK
PNW2-028	1960-01-01	1997-12-31	2026-08-25	North America	United States/Canada	MLB	MLB expansion clubs	Expansion drafts	D - organization/competitive balance	player redistribution	MLB expansion drafts redistributed protected players into new clubs	MLB official history lists expansion drafts across multiple waves and shows how expansion clubs acquired a constrained player pool.	https://www.mlb.com/news/mlb-expansion-draft-history	https://www.mlb.com/glossary/miscellaneous/expansion-era	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	Expansion can require a bounded redistribution mechanism distinct from ordinary free agency or a new draft.	expansion-draft/protection/redistribution/competitive-balance	PW-201;PW-202;PW-203;PW-236;PW-237;PW-238	PARTIAL_EXTENSION	HIGH	CONDITIONAL_RECURRING	MEDIUM	DEFAULT_RARE	HIGH	HIGH	Research evidence only; no implementation implication.	WAVE2	B;C;D;Q	NEW_WAVE2_RESEARCH	PW-201;PW-202;PW-203;PW-236;PW-237;PW-238	PENDING_LEDGER_CHECK
PNW2-029	1950-01-01	1996-12-31	2026-08-25	North America	United States	MLB	MLB	Rule and strike-zone transitions	A - rules/on-field environment	era comparability	MLB changed strike-zone definitions and physical conditions across multiple eras	MLB official rules history documents strike-zone changes in 1950, 1963, 1969, 1988, and 1996, providing an era-comparability series.	https://www.mlb.com/news/history-of-mlb-rules-changes	-	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	Raw performance records need era markers when the rule-defined measurement environment changes.	rule-era/measurement/record-comparability	PW-190;PW-191;PW-192;PW-193;PW-213;PW-215;PW-216	PARTIAL_EXTENSION	HIGH	CONDITIONAL_RECURRING	MEDIUM	DEFAULT	HIGH	HIGH	Ball and equipment transitions require separate archival work.	WAVE2	A;F;Q	NEW_WAVE2_RESEARCH	PW-190;PW-191;PW-192;PW-193;PW-213;PW-215;PW-216	PENDING_LEDGER_CHECK
PNW2-030	2018-01-01	2026-08-24	2026-08-25	Caribbean	Dominican Republic	MLB	MLB; independent trainers; academies	Trainer Partnership Program	N - global development	academy governance	MLB formalized a trainer-partnership framework for international development	MLB describes independent trainers as part of the development system in the Dominican Republic, Venezuela, Colombia, Panama, and elsewhere, with ethical and safe-development expectations.	https://www.mlb.com/trainer-partnership	https://www.mlb.com/trainer-partnership/dominican-republic;https://www.mlb.com/amp/news/mlb-announces-trainer-partnership-program-c292528056.html	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	A professional pipeline can depend on semi-independent local trainers whose quality, incentives, and governance affect access.	trainer-network/academy/governance/early-discovery	PW-151;PW-155;PW-156;PW-168;PW-175;PW-177;PW-205;PW-239;PW-241	PARTIAL_EXTENSION	HIGH	CONDITIONAL_RECURRING	HIGH_IF_AUTOMATIC	TOGGLE	HIGH	HIGH	No individual trainer allegation is retained; institutional mechanism only.	WAVE2	E;F;G;M;N;O	NEW_WAVE2_RESEARCH	PW-151;PW-155;PW-156;PW-168;PW-175;PW-177;PW-205;PW-239;PW-241	PENDING_LEDGER_CHECK
PNW2-031	2020-01-01	2026-08-24	2026-08-25	Caribbean	Dominican Republic	MLB	Pittsburgh Pirates; Dominican academy	Academy education and technology	E - player development	international academy	Pirates' Dominican academy combines schooling, training, and baseball technology	MLB reporting describes education, maturity, weight-room infrastructure, field quality, and technology in the Pirates' Dominican academy and links international scouting, development, and coaching.	https://www.mlb.com/news/esmerlyn-valdez-wilber-dotel-reinforce-importance-of-pirates-dominican-academy	https://www.mlb.com/trainer-partnership/dominican-republic	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	An academy's value can include education and life-transition support, not just skill conversion.	academy/education/technology/cultural-adaptation	PW-145;PW-151;PW-153;PW-155;PW-156;PW-157;PW-177;PW-241;PW-242	PARTIAL_EXTENSION	HIGH	CONDITIONAL_RECURRING	LOW	TOGGLE	HIGH	HIGH	Named players are examples only; outcomes are not hardcoded.	WAVE2	E;F;G;N	NEW_WAVE2_RESEARCH	PW-145;PW-151;PW-153;PW-155;PW-156;PW-157;PW-177;PW-241;PW-242	PENDING_LEDGER_CHECK
PNW2-032	1990-01-01	1995-12-31	2026-08-25	Caribbean	Puerto Rico	MLB	MLB; Puerto Rico amateur baseball	Amateur access transition	B - draft/amateur acquisition	local incentive	Puerto Rican amateurs became subject to the MLB Draft in the early 1990s	MLB reporting describes a local-development concern and attributes part of the reduced club incentive to the change that brought Puerto Rican amateurs into the MLB Draft.	https://www.mlb.com/news/mlb-developing-young-players-in-puerto-rico-c161957642	-	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	Changing acquisition rights can alter local investment incentives even when the player pool remains.	draft/incentive/local-pipeline/market-access	PW-053;PW-054;PW-055;PW-151;PW-168;PW-173;PW-239;PW-241	PARTIAL_EXTENSION	HIGH	RARE_SYSTEMIC	MEDIUM	OWNER_CALIBRATION	HIGH	MEDIUM	Retrospective causal attribution is reported, not treated as a proven single-factor estimate.	WAVE2	B;E;N;O	NEW_WAVE2_RESEARCH	PW-053;PW-054;PW-055;PW-151;PW-168;PW-173;PW-239;PW-241	PENDING_LEDGER_CHECK
PNW2-033	1997-01-01	2016-01-01	2026-08-25	Latin America	Venezuela	MLB/MiLB	Venezuelan Summer League; MLB clubs	VSL closure	N - global development	league viability and access	VSL grew and then closed as clubs withdrew amid domestic and travel instability	MiLB describes the VSL's 1997 debut, early-2000s peak, team departures, volatility, visa restrictions, and closure for the 2016 season.	https://www.milb.com/news/closing-of-vsl-poses-new-test-for-prospects-169836078	https://www.mlb.com/news/international-rules-changes-on-tryouts-travel-c290511342	PRIMARY_PLUS_SECONDARY	VERIFIED_PRIMARY	HISTORICAL	A local development league can contract or close when safety, economy, visas, and club operating choices change.	league-contraction/academy-route/visa/travel/development	PW-168;PW-172;PW-173;PW-174;PW-175;PW-179;PW-180;PW-256	PARTIAL_EXTENSION	HIGH	RARE_SYSTEMIC	HIGH_IF_AUTOMATIC	TOGGLE	HIGH	HIGH	No national or individual blame is inferred.	WAVE2	E;N;O;Q	NEW_WAVE2_RESEARCH	PW-168;PW-172;PW-173;PW-174;PW-175;PW-179;PW-180;PW-256	PENDING_LEDGER_CHECK
PNW2-034	2018-01-01	2018-12-31	2026-08-25	Latin America	Venezuela/Caribbean	MLB	MLB; international academies; trainers	International tryout and travel rules	O - country-specific systems	eligibility and travel	MLB changed international tryout and travel controls	MLB policy set time windows for facility access and permitted certain travel support, noting likely effects on Venezuelan prospects and trainer/academy operations.	https://www.mlb.com/news/international-rules-changes-on-tryouts-travel-c290511342	https://www.mlb.com/trainer-partnership	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	Eligibility timing, facility access, and travel support can reshape early scouting routes without changing player ability.	tryout-window/travel/visa/facility-access	PW-168;PW-172;PW-173;PW-239;PW-241;PW-256	PARTIAL_EXTENSION	HIGH	CONDITIONAL_RECURRING	HIGH_IF_AUTOMATIC	OWNER_CALIBRATION	HIGH	HIGH	Research evidence only; no implementation implication.	WAVE2	B;F;N;O	NEW_WAVE2_RESEARCH	PW-168;PW-172;PW-173;PW-239;PW-241;PW-256	PENDING_LEDGER_CHECK
PNW2-035	2019-01-01	2019-12-31	2026-08-25	Latin America	Mexico	MLB/LMB	MLB; Mexican Baseball League	Player-transfer agreement	C - contracts/FA/player movement	league-to-league transfer	MLB and LMB ratified a first player-transfer agreement	MLB's official release describes the first agreement between the leagues, following other protocol agreements and creating a qualified route rather than an ad hoc transfer.	https://www.mlb.com/press-release/mlb-mexican-baseball-league-agree-on-player-transfers	https://lmb.com.mx/noticias/cambios-en-reglas-para-la-temporada-2024	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	Cross-league player movement can use threshold-based eligibility, release, and compensation rules.	transfer-agreement/eligibility/release/market-route	PW-133;PW-134;PW-135;PW-168;PW-172;PW-173;PW-240;PW-256	ALREADY_COVERED	MEDIUM	CONDITIONAL_RECURRING	MEDIUM	TOGGLE	MEDIUM	HIGH	Regional receipt evidence; not counted as a distinct new mechanism.	WAVE2	C;O	DETAILED_REVALIDATION_OF_PNN-030	PW-133;PW-134;PW-135;PW-168;PW-172;PW-173;PW-240;PW-256	PENDING_LEDGER_CHECK
PNW2-036	1949-01-01	2026-08-24	2026-08-25	Caribbean	Caribbean	Caribbean Series	Caribbean winter leagues; national federations	Caribbean Series	P - tournaments/all-star	winter interleague	The Caribbean Series provides a durable winter interleague layer	The official history page documents a recurring regional tournament connecting winter-league champions, a distinct competition and visibility layer beyond a domestic league.	https://caribbeanseries.com/en/history	-	PRIMARY_OFFICIAL	VERIFIED	HISTORICAL	A regional winter tournament can create relationships, scouting, visibility, and workload without becoming a permanent club league.	winter-league/tournament/visibility/relationship	PW-181;PW-182;PW-183;PW-185;PW-186;PW-187;PW-257	PARTIAL_EXTENSION	MEDIUM	RECURRING	MEDIUM	TOGGLE	MEDIUM	MEDIUM	Existence and continuity are sourced; season-level mechanics need further archives.	WAVE2	N;P;Q	NEW_WAVE2_RESEARCH	PW-181;PW-182;PW-183;PW-185;PW-186;PW-187;PW-257	PENDING_LEDGER_CHECK
PNW2-037	2025-01-01	2026-08-24	2026-08-25	Europe	Europe	WBSC Europe	WBSC Europe; member federations	Club tournaments	Q - rare structural events	promotion and relegation	WBSC Europe set a 2027 club-tournament format with promotion and relegation	WBSC Europe reports eight-team club tournaments, a relegation match, and one promotion/one relegation from 2027, alongside education and infrastructure support.	https://static.wbsc.org/uploads/federations/278/cms/documents/60fd5ac2-7bca-e738-7a18-ecb8ac560349.pdf	https://static.wbsc.org/uploads/federations/278/cms/documents/eaf24920-887e-e4c4-6896-05c5ceda3429.pdf	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	Tier movement can provide a regional ecosystem with promotion, relegation, qualification, and resource constraints.	promotion/relegation/tier-movement/club-ecosystem	PW-168;PW-174;PW-175;PW-178;PW-179;PW-180;PW-181;PW-203	NEW_CANDIDATE	HIGH	CONDITIONAL_RECURRING	MEDIUM	TOGGLE	HIGH	HIGH	Wave 1 treated Europe evidence as partial; red-team review promotes PNC-009.	WAVE2	D;N;P;Q	NEW_WAVE2_RESEARCH	PW-168;PW-174;PW-175;PW-178;PW-179;PW-180;PW-181;PW-203	PENDING_LEDGER_CHECK
PNW2-038	2025-01-01	2025-12-31	2026-08-25	Africa	Africa	WBSC Africa	WBSC Africa; national federations	Official development	G - staff/culture/org knowledge	umpire and governance pipeline	WBSC Africa reported plans for structured umpire training and certification	WBSC Africa reports plans for sustainable umpire training, certification, deployment, and membership growth, showing officials capacity as an infrastructure constraint.	https://static.wbsc.org/uploads/federations/280/cms/documents/5bad2e3f-d1ce-8de5-354b-9dbc92605207.pdf	https://static.wbsc.org/uploads/federations/0/cms/documents/49ce4a6f-c503-bde5-5614-11ba87205abe.pdf	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	A developing region may be constrained by officials and certification before player talent is the bottleneck.	officials/certification/league-capacity/governance	PW-145;PW-155;PW-156;PW-174;PW-175;PW-176;PW-177;PW-190;PW-205	PARTIAL_EXTENSION	MEDIUM	CONDITIONAL_RECURRING	LOW	TOGGLE	MEDIUM	HIGH	Federation-level evidence only; no national quality ranking is inferred.	WAVE2	A;G;L;N;Q	NEW_WAVE2_RESEARCH	PW-145;PW-155;PW-156;PW-174;PW-175;PW-176;PW-177;PW-190;PW-205	PENDING_LEDGER_CHECK
PNW2-039	1989-01-01	2010-12-31	2026-08-25	Oceania	Australia/New Zealand	ABL	Australian Baseball Federation; ABL clubs	ABL original and modern relaunch	N - global development	league continuity	Australia's professional league was established in 1989 and relaunched in 2010	Baseball Australia records the original 1989 ABL as a national senior competition; the modern ABL describes its 2010 joint venture with MLB and an Australia/New Zealand pathway.	https://baseball.com.au/the-claxton-shield/	https://theabl.com.au/about/	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	A national professional league can disappear, return under a new ownership model, and serve a player pathway across seasons.	league-creation/contraction/relaunch/pathway	PW-174;PW-175;PW-179;PW-180;PW-181	PARTIAL_EXTENSION	HIGH	RARE_SYSTEMIC	MEDIUM	DEFAULT_RARE	HIGH	HIGH	Research evidence only; no implementation implication.	WAVE2	D;E;N;Q	NEW_WAVE2_RESEARCH	PW-174;PW-175;PW-179;PW-180;PW-181	PENDING_LEDGER_CHECK
PNW2-040	2020-12-01	2021-01-31	2026-08-25	Oceania	Australia	ABL	Perth Heat; Canberra Cavalry; Baseball Australia	COVID-affected series	Q - rare structural events	travel and competition ruling	An ABL opening series was not played because of COVID travel restrictions and was treated as null	The Australian National Sports Tribunal records that Canberra did not travel to Western Australia due to entry restrictions and the series was recommended null and void.	https://www.nationalsportstribunal.gov.au/decisions/nst-e21-4222	https://baseball.com.au/news/playoff-format-revealed-season-extended/	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	External travel restrictions can alter whether games count, changing standings and labor/calendar interpretation.	travel-restriction/postponement/null-result/league-governance	PW-181;PW-182;PW-193;PW-198;PW-247	PARTIAL_EXTENSION	HIGH	RARE_SYSTEMIC	HIGH_IF_AUTOMATIC	DEFAULT_RARE	HIGH	HIGH	Distinct from Wave 1's general ABL schedule disruption: formal ruling on an unplayed series.	WAVE2	A;L;P;Q	NEW_WAVE2_RESEARCH	PW-181;PW-182;PW-193;PW-198;PW-247	PENDING_LEDGER_CHECK
PNW2-041	2025-05-17	2026-06-17	2026-08-25	Oceania	Australia	ABL	Baseball Australia; ABL license holders; IMG	League reset and central model	K - business/fans/media/stadiums	ownership and league operation	ABL moved through a four-team transition toward a centrally owned and operated model	ABL statements describe a four-team 2025-26 transition, license changes, an MOU, and a 2026 plan for a centrally owned model with IMG-supported commercial/media development.	https://theabl.com.au/news/ablnewera/	https://theabl.com.au/news/abl2526/;https://theabl.com.au/news/2526japan/	PRIMARY_OFFICIAL	CURRENT_STATUS_CHECK	CURRENT_AS_OF_CUTOFF	League centralization can respond to license, finance, media, and market instability.	league-ownership/license/reset/central-operations/media	PW-141;PW-143;PW-144;PW-174;PW-179;PW-180;PW-204;PW-247;PW-248	PARTIAL_EXTENSION	HIGH	RARE_SYSTEMIC	MEDIUM	OWNER_CALIBRATION	HIGH	HIGH	Future six-team expansion is expectation, not completed as of cutoff.	WAVE2	D;K;N;Q	NEW_WAVE2_RESEARCH	PW-141;PW-143;PW-144;PW-174;PW-179;PW-180;PW-204;PW-247;PW-248	PENDING_LEDGER_CHECK
PNW2-042	2026-01-01	2026-08-24	2026-08-25	North America	United States	Cape Cod Baseball League	Cape Cod Baseball League; college programs	Summer college league	B - draft/amateur acquisition	private and college ecosystem	Cape Cod operates a volunteer-heavy summer college development league	The official Cape Cod description documents a 40-game regular season, best-of-three postseason, and primarily volunteer operation, illustrating private development capacity.	https://www.capecodleague.com/about/what-is	-	PRIMARY_OFFICIAL	VERIFIED	HISTORICAL	A high-signal amateur route can be sustained by local volunteers and college relationships rather than a fully professional payroll.	college-summer-league/volunteer/scouting/pathway	PW-149;PW-151;PW-155;PW-174;PW-175;PW-239;PW-241	PARTIAL_EXTENSION	MEDIUM	RECURRING	LOW	TOGGLE	MEDIUM	MEDIUM	Current operating mechanism is retained; the page does not establish the event-range start date.	WAVE2	B;E;G;N	NEW_WAVE2_RESEARCH	PW-149;PW-151;PW-155;PW-174;PW-175;PW-239;PW-241	PENDING_LEDGER_CHECK
PNW2-043	1968-01-01	1976-12-31	2026-08-25	North America	United States	MLB	MLBPA; MLB; clubs	CBA, arbitration, and free agency	L - governance/labor/player associations	reserve clause transition	MLB labor institutions moved from the first CBA through neutral arbitration to free agency	MLB historical labor material identifies the 1968 first CBA, 1970 neutral arbitration, and 1975 reserve-clause precedent that opened free agency.	https://www.mlb.com/news/players-association-marks-50th-year-as-a-labor-union	https://www.mlb.com/news/mlbpas-clark-to-pay-tribute-to-flood;https://www.mlb.com/official-information/about-mlb/commissioners/bowie-kuhn	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	Labor institutions can change the contract state space through staged precedents rather than one switch.	CBA/arbitration/reserve-rights/free-agency/history	PW-129;PW-133;PW-134;PW-135;PW-188;PW-189;PW-198;PW-213;PW-214	PARTIAL_EXTENSION	HIGH	RARE_SYSTEMIC	HIGH_IF_AUTOMATIC	DEFAULT_RARE	HIGH	HIGH	Repairs pre-1990 labor coverage beyond Wave 1's 1975/76 event.	WAVE2	C;L;Q	NEW_WAVE2_RESEARCH	PW-129;PW-133;PW-134;PW-135;PW-188;PW-189;PW-198;PW-213;PW-214	PENDING_LEDGER_CHECK
